symbol,name,ticktime,price,volume,prev_price,kind
sh600887,伊利股份,09:25:01,26.89,134600,0.0,U
sh600887,伊利股份,09:30:00,26.89,52500,26.89,U
sh600887,伊利股份,09:30:06,26.88,18100,26.89,D
sh600887,伊利股份,09:30:09,26.88,37600,26.88,U
sh600887,伊利股份,09:30:12,26.89,50000,26.88,U
sh600887,伊利股份,09:30:15,26.88,28600,26.89,E
sh600887,伊利股份,09:30:18,26.9,18900,26.88,E
sh600887,伊利股份,09:30:21,26.9,12300,26.9,E
sh600887,伊利股份,09:30:24,26.88,75000,26.9,D
sh600887,伊利股份,09:30:27,26.89,23700,26.88,U
sh600887,伊利股份,09:30:30,26.88,40700,26.89,D
sh600887,伊利股份,09:30:33,26.89,26700,26.88,U
sh600887,伊利股份,09:30:36,26.87,22900,26.89,D
sh600887,伊利股份,09:30:39,26.87,24200,26.87,D
sh600887,伊利股份,09:30:45,26.88,26800,26.88,U
sh600887,伊利股份,09:30:48,26.88,43000,26.88,U
sh600887,伊利股份,09:30:51,26.87,24300,26.88,U
sh600887,伊利股份,09:30:54,26.86,83700,26.87,D
sh600887,伊利股份,09:30:57,26.89,102800,26.86,U
sh600887,伊利股份,09:31:00,26.89,58400,26.89,U
sh600887,伊利股份,09:31:03,26.88,64300,26.89,D
sh600887,伊利股份,09:31:06,26.92,16500,26.88,U
sh600887,伊利股份,09:31:09,26.9,10700,26.92,E
sh600887,伊利股份,09:31:12,26.89,13700,26.9,D
sh600887,伊利股份,09:31:15,26.89,15100,26.89,D
sh600887,伊利股份,09:31:18,26.88,15400,26.89,D
sh600887,伊利股份,09:31:21,26.9,10500,26.88,U
sh600887,伊利股份,09:31:24,26.9,36900,26.9,U
sh600887,伊利股份,09:31:27,26.9,8800,26.9,E
sh600887,伊利股份,09:31:33,26.89,17800,26.9,E
sh600887,伊利股份,09:31:39,26.9,8200,26.89,U
sh600887,伊利股份,09:31:42,26.89,8800,26.9,D
sh600887,伊利股份,09:31:54,26.9,22200,26.89,U
sh600887,伊利股份,09:31:57,26.9,12100,26.9,U
sh600887,伊利股份,09:32:03,26.89,19200,26.89,D
sh600887,伊利股份,09:32:06,26.89,49000,26.89,U
sh600887,伊利股份,09:32:09,26.89,32100,26.89,U
sh600887,伊利股份,09:32:12,26.9,24200,26.89,U
sh600887,伊利股份,09:32:15,26.9,9200,26.9,D
sh600887,伊利股份,09:32:18,26.89,44700,26.9,D
sh600887,伊利股份,09:32:21,26.9,22900,26.89,U
sh600887,伊利股份,09:32:24,26.91,16200,26.9,U
sh600887,伊利股份,09:32:27,26.92,14000,26.91,U
sh600887,伊利股份,09:32:30,26.89,7700,26.92,D
sh600887,伊利股份,09:32:36,26.91,22600,26.91,U
sh600887,伊利股份,09:32:39,26.93,12000,26.91,U
sh600887,伊利股份,09:32:45,26.95,11200,26.94,U
sh600887,伊利股份,09:32:48,26.94,9700,26.95,E
sh600887,伊利股份,09:32:54,26.95,22400,26.95,U
sh600887,伊利股份,09:32:57,26.95,11900,26.95,D
sh600887,伊利股份,09:33:03,26.96,7600,26.96,E
sh600887,伊利股份,09:33:06,26.95,7900,26.96,D
sh600887,伊利股份,09:33:09,26.95,23600,26.95,D
sh600887,伊利股份,09:33:12,26.95,19200,26.95,U
sh600887,伊利股份,09:33:15,26.96,13900,26.95,U
sh600887,伊利股份,09:33:24,26.97,13000,26.96,U
sh600887,伊利股份,09:33:27,26.98,20100,26.97,U
sh600887,伊利股份,09:33:30,26.98,9800,26.98,U
sh600887,伊利股份,09:33:33,26.96,28300,26.98,D
sh600887,伊利股份,09:33:36,26.94,12600,26.96,D
sh600887,伊利股份,09:33:51,26.97,7600,26.96,U
sh600887,伊利股份,09:34:00,26.97,9900,26.97,U
sh600887,伊利股份,09:34:03,26.97,12400,26.97,U
sh600887,伊利股份,09:34:06,26.97,29200,26.97,U
sh600887,伊利股份,09:34:09,26.96,20600,26.97,D
sh600887,伊利股份,09:34:12,26.96,13300,26.96,U
sh600887,伊利股份,09:34:15,26.95,14700,26.96,D
sh600887,伊利股份,09:34:18,26.97,29800,26.95,U
sh600887,伊利股份,09:34:21,26.95,7700,26.97,D
sh600887,伊利股份,09:34:42,26.95,32300,26.95,U
sh600887,伊利股份,09:34:45,26.95,11000,26.95,U
sh600887,伊利股份,09:34:48,26.94,11600,26.95,E
sh600887,伊利股份,09:34:54,26.95,21500,26.93,U
sh600887,伊利股份,09:34:57,26.92,11700,26.95,D
sh600887,伊利股份,09:35:09,26.92,10500,26.91,D
sh600887,伊利股份,09:35:48,26.93,11500,26.93,D
sh600887,伊利股份,09:35:51,26.91,9100,26.93,D
sh600887,伊利股份,09:36:15,26.9,17300,26.92,D
sh600887,伊利股份,09:36:18,26.91,11800,26.9,E
sh600887,伊利股份,09:36:21,26.92,9200,26.91,U
sh600887,伊利股份,09:36:24,26.91,8400,26.92,D
sh600887,伊利股份,09:36:33,26.9,41300,26.91,D
sh600887,伊利股份,09:36:36,26.9,28400,26.9,D
sh600887,伊利股份,09:36:39,26.91,20800,26.9,U
sh600887,伊利股份,09:36:45,26.92,8000,26.91,U
sh600887,伊利股份,09:36:48,26.92,15100,26.92,U
sh600887,伊利股份,09:36:51,26.92,8400,26.92,U
sh600887,伊利股份,09:36:57,26.92,13300,26.92,U
sh600887,伊利股份,09:37:03,26.91,14200,26.91,D
sh600887,伊利股份,09:37:06,26.92,8600,26.91,D
sh600887,伊利股份,09:37:21,26.91,7900,26.91,D
sh600887,伊利股份,09:37:24,26.92,9700,26.91,U
sh600887,伊利股份,09:37:27,26.92,11300,26.92,U
sh600887,伊利股份,09:37:48,26.89,62000,26.91,D
sh600887,伊利股份,09:37:51,26.89,31400,26.89,D
sh600887,伊利股份,09:37:54,26.9,11300,26.89,U
sh600887,伊利股份,09:37:57,26.89,18300,26.9,D
sh600887,伊利股份,09:38:00,26.89,62700,26.89,D
sh600887,伊利股份,09:38:03,26.88,160000,26.89,D
sh600887,伊利股份,09:38:06,26.86,96800,26.88,D
sh600887,伊利股份,09:38:09,26.87,42500,26.86,U
sh600887,伊利股份,09:38:12,26.85,83400,26.87,D
sh600887,伊利股份,09:38:15,26.85,73800,26.85,D
sh600887,伊利股份,09:38:18,26.85,62100,26.85,D
sh600887,伊利股份,09:38:21,26.85,111400,26.85,D
sh600887,伊利股份,09:38:24,26.83,154200,26.85,D
sh600887,伊利股份,09:38:27,26.83,50000,26.83,D
sh600887,伊利股份,09:38:30,26.82,24600,26.83,D
sh600887,伊利股份,09:38:33,26.83,34400,26.82,U
sh600887,伊利股份,09:38:36,26.82,41700,26.83,D
sh600887,伊利股份,09:38:39,26.82,18700,26.82,D
sh600887,伊利股份,09:38:42,26.82,19500,26.82,D
sh600887,伊利股份,09:38:57,26.83,10800,26.83,U
sh600887,伊利股份,09:39:06,26.84,37300,26.83,U
sh600887,伊利股份,09:39:09,26.83,9100,26.84,D
sh600887,伊利股份,09:39:15,26.83,15800,26.83,D
sh600887,伊利股份,09:39:30,26.84,11100,26.84,D
sh600887,伊利股份,09:40:00,26.87,9300,26.87,U
sh600887,伊利股份,09:40:03,26.86,13400,26.87,D
sh600887,伊利股份,09:40:09,26.86,25100,26.87,D
sh600887,伊利股份,09:40:12,26.85,32000,26.86,D
sh600887,伊利股份,09:40:21,26.85,7900,26.84,U
sh600887,伊利股份,09:40:30,26.85,16200,26.84,U
sh600887,伊利股份,09:40:33,26.84,12800,26.85,D
sh600887,伊利股份,09:40:36,26.84,20600,26.84,D
sh600887,伊利股份,09:41:12,26.85,18500,26.85,U
sh600887,伊利股份,09:41:27,26.84,71600,26.86,D
sh600887,伊利股份,09:41:42,26.85,8100,26.85,U
sh600887,伊利股份,09:41:45,26.85,11200,26.85,U
