symbol,name,ticktime,price,volume,prev_price,kind
sh600887,伊利股份,09:25:00,27.45,278300,0.0,U
sh600887,伊利股份,09:30:00,27.47,59400,27.45,U
sh600887,伊利股份,09:30:03,27.45,39000,27.47,U
sh600887,伊利股份,09:30:06,27.42,49700,27.45,D
sh600887,伊利股份,09:30:09,27.43,89900,27.42,U
sh600887,伊利股份,09:30:12,27.46,50100,27.43,E
sh600887,伊利股份,09:30:15,27.45,33200,27.46,D
sh600887,伊利股份,09:30:18,27.43,69100,27.45,D
sh600887,伊利股份,09:30:21,27.5,30600,27.43,U
sh600887,伊利股份,09:30:24,27.47,49600,27.5,D
sh600887,伊利股份,09:30:27,27.5,28000,27.47,U
sh600887,伊利股份,09:30:30,27.5,39100,27.5,D
sh600887,伊利股份,09:30:33,27.51,67600,27.5,U
sh600887,伊利股份,09:30:36,27.51,39800,27.51,D
sh600887,伊利股份,09:30:39,27.51,61400,27.51,U
sh600887,伊利股份,09:30:42,27.51,51000,27.51,D
sh600887,伊利股份,09:30:45,27.51,7900,27.51,D
sh600887,伊利股份,09:30:48,27.54,28800,27.51,U
sh600887,伊利股份,09:30:51,27.52,16800,27.54,D
sh600887,伊利股份,09:30:54,27.56,27300,27.52,U
sh600887,伊利股份,09:30:57,27.56,32900,27.56,D
sh600887,伊利股份,09:31:00,27.53,58400,27.56,D
sh600887,伊利股份,09:31:03,27.56,10400,27.53,E
sh600887,伊利股份,09:31:06,27.59,30762,27.56,U
sh600887,伊利股份,09:31:12,27.58,23700,27.59,D
sh600887,伊利股份,09:31:15,27.59,15200,27.58,U
sh600887,伊利股份,09:31:18,27.6,45362,27.59,U
sh600887,伊利股份,09:31:21,27.63,35800,27.6,U
sh600887,伊利股份,09:31:24,27.63,20100,27.63,U
sh600887,伊利股份,09:31:27,27.62,26900,27.63,D
sh600887,伊利股份,09:31:30,27.62,25900,27.62,D
sh600887,伊利股份,09:31:33,27.62,11200,27.62,U
sh600887,伊利股份,09:31:36,27.6,35000,27.62,D
sh600887,伊利股份,09:31:39,27.6,21500,27.6,D
sh600887,伊利股份,09:31:51,27.59,18500,27.59,D
sh600887,伊利股份,09:31:54,27.59,14200,27.59,D
sh600887,伊利股份,09:31:57,27.59,28000,27.59,U
sh600887,伊利股份,09:32:00,27.59,14300,27.59,U
sh600887,伊利股份,09:32:03,27.62,88300,27.59,U
sh600887,伊利股份,09:32:06,27.65,41100,27.62,U
sh600887,伊利股份,09:32:09,27.62,25400,27.65,D
sh600887,伊利股份,09:32:12,27.65,24800,27.62,U
sh600887,伊利股份,09:32:15,27.66,11400,27.65,U
sh600887,伊利股份,09:32:21,27.65,22200,27.66,D
sh600887,伊利股份,09:32:24,27.69,235300,27.65,U
sh600887,伊利股份,09:32:27,27.7,18600,27.69,U
sh600887,伊利股份,09:32:30,27.7,63000,27.7,U
sh600887,伊利股份,09:32:33,27.72,40900,27.7,E
sh600887,伊利股份,09:32:36,27.75,85100,27.72,U
sh600887,伊利股份,09:32:39,27.76,23400,27.75,U
