symbol,name,ticktime,price,volume,prev_price,kind
sh600887,伊利股份,09:25:01,27.15,194000,0.0,U
sh600887,伊利股份,09:30:02,27.14,16400,27.15,D
sh600887,伊利股份,09:30:05,27.14,72600,27.14,D
sh600887,伊利股份,09:30:08,27.15,49900,27.14,U
sh600887,伊利股份,09:30:11,27.16,85800,27.15,U
sh600887,伊利股份,09:30:14,27.17,45500,27.16,E
sh600887,伊利股份,09:30:17,27.19,86100,27.17,U
sh600887,伊利股份,09:30:20,27.16,147700,27.19,D
sh600887,伊利股份,09:30:23,27.19,120900,27.16,U
sh600887,伊利股份,09:30:26,27.18,49800,27.19,U
sh600887,伊利股份,09:30:29,27.18,85000,27.18,U
sh600887,伊利股份,09:30:32,27.18,71100,27.18,U
sh600887,伊利股份,09:30:35,27.15,43000,27.18,D
sh600887,伊利股份,09:30:38,27.13,73500,27.15,D
sh600887,伊利股份,09:30:41,27.17,23600,27.13,U
sh600887,伊利股份,09:30:44,27.19,38400,27.17,U
sh600887,伊利股份,09:30:47,27.2,33900,27.19,U
sh600887,伊利股份,09:30:50,27.2,24000,27.2,D
sh600887,伊利股份,09:30:53,27.2,11000,27.2,U
sh600887,伊利股份,09:30:56,27.19,23000,27.2,E
sh600887,伊利股份,09:30:59,27.18,20200,27.19,E
sh600887,伊利股份,09:31:02,27.13,14800,27.18,D
sh600887,伊利股份,09:31:05,27.16,29000,27.13,U
sh600887,伊利股份,09:31:08,27.13,19000,27.16,D
sh600887,伊利股份,09:31:11,27.15,20500,27.13,E
sh600887,伊利股份,09:31:14,27.16,35400,27.15,U
sh600887,伊利股份,09:31:17,27.15,24800,27.16,U
sh600887,伊利股份,09:31:20,27.14,24400,27.15,D
sh600887,伊利股份,09:31:23,27.15,42400,27.14,U
sh600887,伊利股份,09:31:26,27.12,18600,27.15,D
sh600887,伊利股份,09:31:29,27.14,12900,27.12,U
sh600887,伊利股份,09:31:32,27.14,35100,27.14,D
sh600887,伊利股份,09:31:35,27.14,14000,27.14,D
sh600887,伊利股份,09:31:38,27.12,23100,27.14,D
sh600887,伊利股份,09:31:41,27.12,10700,27.12,D
sh600887,伊利股份,09:31:44,27.13,23100,27.12,U
sh600887,伊利股份,09:31:47,27.13,13500,27.13,D
sh600887,伊利股份,09:31:53,27.13,21400,27.12,U
sh600887,伊利股份,09:31:56,27.12,19800,27.13,D
sh600887,伊利股份,09:31:59,27.11,12600,27.12,D
sh600887,伊利股份,09:32:02,27.13,47400,27.11,U
sh600887,伊利股份,09:32:05,27.13,58400,27.13,U
sh600887,伊利股份,09:32:08,27.13,23400,27.13,D
sh600887,伊利股份,09:32:11,27.13,18100,27.13,D
sh600887,伊利股份,09:32:14,27.14,16200,27.13,U
sh600887,伊利股份,09:32:17,27.12,8600,27.14,D
sh600887,伊利股份,09:32:20,27.13,17500,27.12,U
sh600887,伊利股份,09:32:23,27.12,20000,27.13,D
sh600887,伊利股份,09:32:26,27.13,23700,27.12,U
sh600887,伊利股份,09:32:29,27.12,11200,27.13,U
sh600887,伊利股份,09:32:32,27.11,8000,27.12,D
sh600887,伊利股份,09:32:35,27.11,15400,27.11,D
sh600887,伊利股份,09:32:38,27.11,47400,27.11,D
sh600887,伊利股份,09:32:41,27.11,17600,27.11,U
sh600887,伊利股份,09:32:44,27.1,38700,27.11,D
sh600887,伊利股份,09:32:47,27.1,21200,27.1,U
sh600887,伊利股份,09:32:50,27.08,12500,27.1,D
sh600887,伊利股份,09:32:53,27.07,24200,27.08,D
sh600887,伊利股份,09:32:56,27.07,21900,27.07,D
sh600887,伊利股份,09:32:59,27.05,7900,27.07,D
sh600887,伊利股份,09:33:02,27.06,22600,27.05,U
sh600887,伊利股份,09:33:05,27.05,21200,27.06,D
sh600887,伊利股份,09:33:08,27.05,18200,27.05,D
sh600887,伊利股份,09:33:11,27.03,13900,27.05,D
sh600887,伊利股份,09:33:14,27.02,35900,27.03,D
sh600887,伊利股份,09:33:17,27.02,26300,27.02,D
sh600887,伊利股份,09:33:20,27.02,64800,27.02,D
sh600887,伊利股份,09:33:23,27.02,31900,27.02,U
sh600887,伊利股份,09:33:26,27.02,22600,27.02,D
sh600887,伊利股份,09:33:29,27.03,7600,27.02,U
sh600887,伊利股份,09:33:32,27.01,11700,27.03,D
sh600887,伊利股份,09:33:35,27.01,26400,27.01,D
sh600887,伊利股份,09:33:38,27.02,27700,27.01,U
sh600887,伊利股份,09:33:41,27.03,15300,27.02,U
sh600887,伊利股份,09:33:47,27.02,18800,27.02,D
sh600887,伊利股份,09:33:50,27.02,20600,27.02,D
sh600887,伊利股份,09:33:53,27.02,24900,27.02,U
sh600887,伊利股份,09:33:56,27.02,16700,27.02,U
sh600887,伊利股份,09:33:59,27.02,15300,27.02,U
sh600887,伊利股份,09:34:02,27.02,21000,27.02,U
sh600887,伊利股份,09:34:05,27.02,20700,27.02,D
sh600887,伊利股份,09:34:08,27.04,8700,27.02,U
sh600887,伊利股份,09:34:11,27.04,13000,27.04,D
sh600887,伊利股份,09:34:17,27.04,17300,27.04,U
sh600887,伊利股份,09:34:23,27.03,21400,27.04,D
sh600887,伊利股份,09:34:29,27.04,8800,27.03,U
sh600887,伊利股份,09:34:32,27.03,11200,27.04,D
sh600887,伊利股份,09:34:38,27.04,10100,27.03,U
sh600887,伊利股份,09:34:47,27.03,23000,27.04,D
sh600887,伊利股份,09:34:53,27.03,11200,27.03,D
sh600887,伊利股份,09:34:56,27.03,18300,27.03,D
sh600887,伊利股份,09:34:59,27.03,32100,27.03,U
sh600887,伊利股份,09:35:02,27.05,56400,27.03,U
sh600887,伊利股份,09:35:14,27.06,32600,27.06,U
sh600887,伊利股份,09:35:17,27.06,15700,27.06,D
sh600887,伊利股份,09:35:23,27.06,17300,27.06,U
sh600887,伊利股份,09:35:32,27.06,18600,27.06,D
sh600887,伊利股份,09:35:38,27.07,8800,27.07,U
sh600887,伊利股份,09:35:44,27.08,22500,27.07,U
sh600887,伊利股份,09:35:47,27.09,24300,27.08,U
sh600887,伊利股份,09:35:50,27.1,15400,27.09,D
sh600887,伊利股份,09:35:53,27.11,16000,27.1,U
sh600887,伊利股份,09:35:59,27.13,48100,27.11,U
sh600887,伊利股份,09:36:02,27.14,24600,27.13,U
sh600887,伊利股份,09:36:08,27.14,13800,27.14,U
sh600887,伊利股份,09:36:11,27.14,8100,27.14,U
sh600887,伊利股份,09:36:14,27.15,42600,27.14,U
sh600887,伊利股份,09:36:17,27.15,28400,27.15,D
sh600887,伊利股份,09:36:20,27.14,18600,27.15,E
sh600887,伊利股份,09:36:23,27.13,8800,27.14,D
sh600887,伊利股份,09:36:29,27.13,9400,27.13,D
sh600887,伊利股份,09:36:32,27.13,22000,27.13,U
sh600887,伊利股份,09:36:35,27.14,19900,27.13,U
sh600887,伊利股份,09:36:38,27.13,25800,27.14,D
sh600887,伊利股份,09:36:44,27.14,9900,27.14,U
sh600887,伊利股份,09:36:47,27.13,17400,27.14,D
sh600887,伊利股份,09:36:50,27.14,27100,27.13,U
sh600887,伊利股份,09:36:56,27.12,12200,27.13,D
sh600887,伊利股份,09:37:05,27.12,18800,27.12,D
sh600887,伊利股份,09:37:08,27.13,30200,27.12,U
sh600887,伊利股份,09:37:11,27.13,22900,27.13,U
sh600887,伊利股份,09:37:14,27.12,41300,27.13,D
sh600887,伊利股份,09:37:17,27.1,88800,27.12,D
sh600887,伊利股份,09:37:20,27.12,25500,27.1,U
sh600887,伊利股份,09:37:23,27.1,20200,27.12,D
sh600887,伊利股份,09:37:26,27.11,28800,27.1,E
sh600887,伊利股份,09:37:41,27.1,18100,27.1,D
sh600887,伊利股份,09:37:47,27.13,88200,27.1,U
sh600887,伊利股份,09:37:50,27.14,87000,27.13,U
sh600887,伊利股份,09:37:53,27.13,77400,27.14,D
sh600887,伊利股份,09:37:56,27.13,9700,27.13,U
sh600887,伊利股份,09:38:02,27.12,10100,27.12,D
sh600887,伊利股份,09:38:05,27.12,21900,27.12,D
sh600887,伊利股份,09:38:11,27.12,11400,27.12,D
sh600887,伊利股份,09:38:14,27.13,43500,27.12,U
sh600887,伊利股份,09:38:17,27.13,19300,27.13,E
sh600887,伊利股份,09:38:26,27.14,13400,27.14,U
sh600887,伊利股份,09:38:29,27.14,12800,27.14,U
sh600887,伊利股份,09:38:32,27.14,25100,27.14,U
sh600887,伊利股份,09:38:38,27.15,7600,27.14,U
sh600887,伊利股份,09:38:41,27.14,9000,27.15,D
sh600887,伊利股份,09:38:44,27.14,9100,27.14,D
sh600887,伊利股份,09:38:47,27.15,56100,27.14,U
sh600887,伊利股份,09:38:50,27.15,15100,27.15,E
sh600887,伊利股份,09:38:56,27.15,9200,27.15,U
sh600887,伊利股份,09:39:02,27.12,36700,27.14,D
sh600887,伊利股份,09:39:05,27.12,10200,27.12,U
sh600887,伊利股份,09:39:08,27.12,11100,27.12,U
sh600887,伊利股份,09:39:11,27.12,11500,27.12,U
sh600887,伊利股份,09:39:14,27.13,39600,27.12,U
sh600887,伊利股份,09:39:17,27.14,33000,27.13,U
sh600887,伊利股份,09:39:20,27.14,12400,27.14,D
sh600887,伊利股份,09:39:23,27.15,13400,27.14,U
sh600887,伊利股份,09:39:26,27.15,22900,27.15,U
sh600887,伊利股份,09:39:29,27.15,20500,27.15,U
sh600887,伊利股份,09:39:35,27.14,16400,27.14,D
sh600887,伊利股份,09:39:38,27.15,17600,27.14,U
sh600887,伊利股份,09:39:41,27.14,16900,27.15,D
sh600887,伊利股份,09:39:44,27.15,7700,27.14,U
sh600887,伊利股份,09:39:47,27.14,13200,27.15,D
sh600887,伊利股份,09:39:50,27.14,7500,27.14,D
sh600887,伊利股份,09:39:53,27.13,44700,27.14,D
sh600887,伊利股份,09:40:02,27.13,10100,27.12,U
sh600887,伊利股份,09:40:05,27.11,112000,27.13,D
sh600887,伊利股份,09:40:08,27.1,9400,27.11,D
sh600887,伊利股份,09:40:14,27.11,23400,27.11,U
sh600887,伊利股份,09:40:17,27.1,8800,27.11,D
sh600887,伊利股份,09:40:20,27.09,27400,27.1,D
sh600887,伊利股份,09:40:29,27.06,115300,27.07,D
sh600887,伊利股份,09:40:32,27.04,60700,27.06,D
sh600887,伊利股份,09:40:35,27.05,14600,27.04,U
sh600887,伊利股份,09:40:38,27.04,10700,27.05,D
sh600887,伊利股份,09:40:41,27.04,29900,27.04,D
sh600887,伊利股份,09:40:44,27.03,10000,27.04,D
sh600887,伊利股份,09:40:47,27.04,51300,27.03,D
sh600887,伊利股份,09:40:56,27.03,12700,27.03,D
sh600887,伊利股份,09:40:59,27.03,13600,27.03,U
sh600887,伊利股份,09:41:02,27.05,55800,27.03,U
sh600887,伊利股份,09:41:08,27.06,167700,27.05,U
sh600887,伊利股份,09:41:11,27.06,11200,27.06,U
sh600887,伊利股份,09:41:26,27.15,79700,27.1,U
sh600887,伊利股份,09:41:29,27.11,26300,27.15,E
sh600887,伊利股份,09:41:32,27.11,40700,27.11,U
sh600887,伊利股份,09:41:38,27.12,29700,27.12,D
sh600887,伊利股份,09:41:50,27.13,8400,27.13,D
sh600887,伊利股份,09:41:59,27.13,11000,27.13,D
sh600887,伊利股份,09:42:02,27.12,36000,27.13,D
sh600887,伊利股份,09:42:14,27.12,10200,27.11,U
sh600887,伊利股份,09:42:23,27.12,8200,27.11,U
sh600887,伊利股份,09:42:26,27.11,17400,27.12,D
sh600887,伊利股份,09:42:32,27.11,10200,27.11,D
sh600887,伊利股份,09:42:35,27.11,7400,27.11,D
sh600887,伊利股份,09:42:41,27.1,8800,27.11,D
sh600887,伊利股份,09:42:47,27.1,7900,27.11,D
sh600887,伊利股份,09:43:02,27.1,48400,27.1,D
sh600887,伊利股份,09:43:11,27.07,8600,27.08,D
sh600887,伊利股份,09:43:14,27.07,24600,27.07,D
sh600887,伊利股份,09:43:17,27.08,10800,27.07,U
sh600887,伊利股份,09:43:29,27.06,24500,27.06,D
sh600887,伊利股份,09:43:32,27.07,59400,27.06,U
sh600887,伊利股份,09:43:35,27.06,18300,27.07,E
sh600887,伊利股份,09:43:44,27.06,38500,27.06,U
sh600887,伊利股份,09:43:47,27.07,20500,27.06,U
sh600887,伊利股份,09:43:53,27.06,8800,27.07,D
sh600887,伊利股份,09:43:59,27.07,10800,27.07,U
sh600887,伊利股份,09:44:02,27.07,22200,27.07,U
sh600887,伊利股份,09:44:38,27.06,8900,27.07,D
sh600887,伊利股份,09:44:41,27.06,12800,27.06,D
sh600887,伊利股份,09:44:50,27.06,21700,27.06,D
sh600887,伊利股份,09:44:53,27.06,9500,27.06,U
sh600887,伊利股份,09:45:02,27.05,7900,27.06,D
sh600887,伊利股份,09:45:05,27.05,15000,27.05,D
sh600887,伊利股份,09:45:08,27.05,35600,27.05,D
sh600887,伊利股份,09:45:11,27.04,19500,27.05,D
