symbol,name,ticktime,price,volume,prev_price,kind
sh600519,贵州茅台,09:25:00,1443.02,30183,0.0,D
sh600519,贵州茅台,09:30:01,1443.03,300,1443.02,U
sh600519,贵州茅台,09:30:04,1443.0,5717,1443.03,D
sh600519,贵州茅台,09:30:06,1443.02,4200,1443.0,U
sh600519,贵州茅台,09:30:10,1442.0,1900,1443.02,D
sh600519,贵州茅台,09:30:13,1441.14,3700,1442.0,D
sh600519,贵州茅台,09:30:16,1440.01,2900,1441.14,D
sh600519,贵州茅台,09:30:19,1440.0,1900,1440.01,D
sh600519,贵州茅台,09:30:22,1440.14,4200,1440.0,U
sh600519,贵州茅台,09:30:25,1440.1,4900,1440.14,E
sh600519,贵州茅台,09:30:28,1440.01,3200,1440.1,D
sh600519,贵州茅台,09:30:31,1438.07,1000,1440.01,E
sh600519,贵州茅台,09:30:34,1438.07,2900,1438.07,D
sh600519,贵州茅台,09:30:37,1440.0,2400,1438.07,U
sh600519,贵州茅台,09:30:40,1435.01,5200,1440.0,D
sh600519,贵州茅台,09:30:43,1438.04,3300,1435.01,D
sh600519,贵州茅台,09:30:46,1435.0,1700,1438.04,D
sh600519,贵州茅台,09:30:49,1437.0,1600,1435.0,E
sh600519,贵州茅台,09:30:52,1437.0,3694,1437.0,U
sh600519,贵州茅台,09:30:55,1438.06,4800,1437.0,U
sh600519,贵州茅台,09:30:58,1439.99,3800,1438.06,U
sh600519,贵州茅台,09:31:01,1440.13,4500,1439.99,U
sh600519,贵州茅台,09:31:04,1440.07,2000,1440.13,D
sh600519,贵州茅台,09:31:07,1440.98,3400,1440.07,U
sh600519,贵州茅台,09:31:10,1440.98,2200,1440.98,U
sh600519,贵州茅台,09:31:13,1440.98,3300,1440.98,D
sh600519,贵州茅台,09:31:16,1440.99,4400,1440.98,U
sh600519,贵州茅台,09:31:19,1441.22,2500,1440.99,U
sh600519,贵州茅台,09:31:22,1443.79,19883,1441.22,U
sh600519,贵州茅台,09:31:25,1443.76,9700,1443.79,D
sh600519,贵州茅台,09:31:28,1444.87,1200,1443.76,U
sh600519,贵州茅台,09:31:31,1444.87,800,1444.87,U
sh600519,贵州茅台,09:31:34,1443.81,3500,1444.87,E
sh600519,贵州茅台,09:31:37,1444.83,1300,1443.81,U
sh600519,贵州茅台,09:31:40,1444.88,1400,1444.83,U
sh600519,贵州茅台,09:31:43,1445.0,4600,1444.88,U
sh600519,贵州茅台,09:31:46,1445.0,3500,1445.0,U
sh600519,贵州茅台,09:31:49,1445.0,1700,1445.0,U
sh600519,贵州茅台,09:31:52,1444.98,2100,1445.0,D
sh600519,贵州茅台,09:31:55,1444.99,2100,1444.98,U
sh600519,贵州茅台,09:31:58,1443.26,2600,1444.99,D
sh600519,贵州茅台,09:32:01,1444.89,1000,1443.26,E
sh600519,贵州茅台,09:32:04,1444.9,400,1444.89,U
sh600519,贵州茅台,09:32:07,1443.77,1600,1444.9,D
sh600519,贵州茅台,09:32:10,1443.82,700,1443.77,D
sh600519,贵州茅台,09:32:13,1443.77,2000,1443.82,D
sh600519,贵州茅台,09:32:16,1445.0,6400,1443.77,U
sh600519,贵州茅台,09:32:19,1443.93,1500,1445.0,E
sh600519,贵州茅台,09:32:22,1443.67,400,1443.93,D
sh600519,贵州茅台,09:32:25,1443.67,700,1443.67,D
sh600519,贵州茅台,09:32:28,1443.05,1000,1443.67,E
sh600519,贵州茅台,09:32:31,1443.83,1800,1443.05,U
sh600519,贵州茅台,09:32:34,1443.04,1200,1443.83,E
sh600519,贵州茅台,09:32:37,1443.05,800,1443.04,E
sh600519,贵州茅台,09:32:40,1443.04,400,1443.05,D
sh600519,贵州茅台,09:32:43,1443.83,4000,1443.04,U
sh600519,贵州茅台,09:32:46,1444.99,2700,1443.83,U
sh600519,贵州茅台,09:32:49,1445.69,5700,1444.99,U
sh600519,贵州茅台,09:32:52,1445.74,2200,1445.69,U
sh600519,贵州茅台,09:32:55,1445.74,1000,1445.74,E
sh600519,贵州茅台,09:32:58,1446.0,2100,1445.74,U
sh600519,贵州茅台,09:33:01,1446.0,1900,1446.0,U
sh600519,贵州茅台,09:33:04,1447.05,2200,1446.0,U
sh600519,贵州茅台,09:33:07,1447.77,1200,1447.05,U
sh600519,贵州茅台,09:33:10,1448.0,900,1447.77,U
sh600519,贵州茅台,09:33:13,1448.0,1300,1448.0,U
sh600519,贵州茅台,09:33:16,1448.0,2600,1448.0,U
sh600519,贵州茅台,09:33:19,1448.0,2100,1448.0,U
sh600519,贵州茅台,09:33:22,1448.01,1800,1448.0,U
sh600519,贵州茅台,09:33:25,1448.0,1900,1448.01,D
sh600519,贵州茅台,09:33:28,1448.0,3900,1448.0,D
sh600519,贵州茅台,09:33:31,1448.01,700,1448.0,E
sh600519,贵州茅台,09:33:34,1447.99,6200,1448.01,D
sh600519,贵州茅台,09:33:37,1448.63,2200,1447.99,U
sh600519,贵州茅台,09:33:40,1448.0,1700,1448.63,D
sh600519,贵州茅台,09:33:43,1448.63,500,1448.0,E
sh600519,贵州茅台,09:33:46,1448.63,600,1448.63,U
sh600519,贵州茅台,09:33:49,1448.62,1500,1448.63,E
sh600519,贵州茅台,09:33:52,1448.63,700,1448.62,E
