symbol,name,ticktime,price,volume,prev_price,kind
sh600519,贵州茅台,09:25:01,1438.0,32700,0.0,U
sh600519,贵州茅台,09:30:00,1437.0,600,1438.0,D
sh600519,贵州茅台,09:30:03,1436.99,1700,1437.0,E
sh600519,贵州茅台,09:30:06,1436.01,7100,1436.99,D
sh600519,贵州茅台,09:30:09,1437.0,4200,1436.01,U
sh600519,贵州茅台,09:30:12,1437.5,3800,1437.0,U
sh600519,贵州茅台,09:30:15,1437.0,5300,1437.5,E
sh600519,贵州茅台,09:30:18,1436.0,3700,1437.0,D
sh600519,贵州茅台,09:30:21,1436.21,3500,1436.0,E
sh600519,贵州茅台,09:30:24,1436.0,5700,1436.21,D
sh600519,贵州茅台,09:30:27,1437.03,1500,1436.0,U
sh600519,贵州茅台,09:30:30,1437.99,3200,1437.03,U
sh600519,贵州茅台,09:30:33,1438.0,2100,1437.99,U
sh600519,贵州茅台,09:30:36,1438.0,2300,1438.0,U
sh600519,贵州茅台,09:30:39,1438.36,4100,1438.0,U
sh600519,贵州茅台,09:30:42,1438.31,4500,1438.36,D
sh600519,贵州茅台,09:30:45,1437.59,2200,1438.31,D
sh600519,贵州茅台,09:30:48,1438.0,700,1437.59,U
sh600519,贵州茅台,09:30:51,1436.99,900,1438.0,D
sh600519,贵州茅台,09:30:54,1438.0,1800,1436.99,U
sh600519,贵州茅台,09:30:57,1436.1,1200,1438.0,D
sh600519,贵州茅台,09:31:00,1437.59,1300,1436.1,E
sh600519,贵州茅台,09:31:03,1437.0,3400,1437.59,D
sh600519,贵州茅台,09:31:06,1436.99,1400,1437.0,U
sh600519,贵州茅台,09:31:09,1437.5,700,1436.99,U
sh600519,贵州茅台,09:31:12,1437.5,1300,1437.5,E
sh600519,贵州茅台,09:31:15,1437.88,1100,1437.5,U
sh600519,贵州茅台,09:31:18,1437.5,1000,1437.88,U
sh600519,贵州茅台,09:31:21,1437.9,2300,1437.5,U
sh600519,贵州茅台,09:31:24,1437.48,1100,1437.9,U
sh600519,贵州茅台,09:31:27,1437.51,400,1437.48,D
sh600519,贵州茅台,09:31:30,1437.48,600,1437.51,E
sh600519,贵州茅台,09:31:33,1437.51,1100,1437.48,U
sh600519,贵州茅台,09:31:36,1436.66,4000,1437.51,D
sh600519,贵州茅台,09:31:39,1437.0,3600,1436.66,U
sh600519,贵州茅台,09:31:42,1436.66,300,1437.0,D
sh600519,贵州茅台,09:31:45,1436.66,300,1436.66,E
sh600519,贵州茅台,09:31:48,1436.13,700,1436.66,D
sh600519,贵州茅台,09:31:51,1436.66,3800,1436.13,U
sh600519,贵州茅台,09:31:54,1436.2,1700,1436.66,U
sh600519,贵州茅台,09:31:57,1436.0,500,1436.2,D
sh600519,贵州茅台,09:32:00,1436.0,900,1436.0,D
sh600519,贵州茅台,09:32:03,1435.66,3200,1436.0,D
sh600519,贵州茅台,09:32:06,1434.0,3600,1435.66,D
sh600519,贵州茅台,09:32:09,1435.1,2900,1434.0,U
sh600519,贵州茅台,09:32:12,1435.62,700,1435.1,E
sh600519,贵州茅台,09:32:15,1434.49,800,1435.62,D
sh600519,贵州茅台,09:32:18,1436.0,3100,1434.49,U
sh600519,贵州茅台,09:32:21,1436.21,2230,1436.0,U
sh600519,贵州茅台,09:32:24,1437.03,2000,1436.21,U
sh600519,贵州茅台,09:32:27,1436.86,1200,1437.03,D
sh600519,贵州茅台,09:32:33,1436.99,600,1437.0,E
sh600519,贵州茅台,09:32:36,1436.86,400,1436.99,E
sh600519,贵州茅台,09:32:39,1437.0,1200,1436.86,U
sh600519,贵州茅台,09:32:42,1437.03,3800,1437.0,U
sh600519,贵州茅台,09:32:45,1437.02,1600,1437.03,D
sh600519,贵州茅台,09:32:48,1437.46,1600,1437.02,E
sh600519,贵州茅台,09:32:54,1437.43,800,1437.47,D
sh600519,贵州茅台,09:32:57,1437.79,900,1437.43,U
sh600519,贵州茅台,09:33:00,1437.36,1900,1437.79,D
sh600519,贵州茅台,09:33:03,1435.93,3200,1437.36,D
sh600519,贵州茅台,09:33:06,1436.85,2200,1435.93,U
sh600519,贵州茅台,09:33:09,1435.94,500,1436.85,D
sh600519,贵州茅台,09:33:12,1435.1,1400,1435.94,D
sh600519,贵州茅台,09:33:15,1436.83,900,1435.1,E
sh600519,贵州茅台,09:33:18,1435.91,2700,1436.83,D
sh600519,贵州茅台,09:33:21,1436.0,500,1435.91,U
sh600519,贵州茅台,09:33:24,1435.94,500,1436.0,D
sh600519,贵州茅台,09:33:27,1435.85,200,1435.94,E
sh600519,贵州茅台,09:33:30,1435.05,500,1435.85,D
sh600519,贵州茅台,09:33:33,1435.94,200,1435.05,U
sh600519,贵州茅台,09:33:36,1435.1,300,1435.94,D
sh600519,贵州茅台,09:33:39,1435.89,600,1435.1,E
sh600519,贵州茅台,09:33:42,1435.33,3700,1435.89,D
sh600519,贵州茅台,09:33:45,1435.85,1400,1435.33,E
sh600519,贵州茅台,09:33:48,1435.4,1000,1435.85,D
sh600519,贵州茅台,09:33:51,1436.21,1100,1435.4,E
sh600519,贵州茅台,09:33:54,1436.21,300,1436.21,D
sh600519,贵州茅台,09:33:57,1437.02,600,1436.21,U
sh600519,贵州茅台,09:34:00,1436.99,500,1437.02,U
sh600519,贵州茅台,09:34:03,1436.2,400,1436.99,D
sh600519,贵州茅台,09:34:06,1436.2,700,1436.2,D
sh600519,贵州茅台,09:34:09,1436.2,700,1436.2,D
sh600519,贵州茅台,09:34:12,1436.21,1200,1436.2,U
sh600519,贵州茅台,09:34:15,1437.0,2000,1436.21,U
sh600519,贵州茅台,09:34:18,1436.99,900,1437.0,U
sh600519,贵州茅台,09:34:21,1436.21,400,1436.99,D
sh600519,贵州茅台,09:34:24,1435.4,1200,1436.21,D
sh600519,贵州茅台,09:34:27,1436.21,600,1435.4,U
sh600519,贵州茅台,09:34:30,1436.21,600,1436.21,U
sh600519,贵州茅台,09:34:33,1436.0,600,1436.21,E
sh600519,贵州茅台,09:34:36,1436.01,600,1436.0,E
sh600519,贵州茅台,09:34:39,1436.01,1000,1436.01,D
sh600519,贵州茅台,09:34:42,1436.0,1300,1436.01,D
sh600519,贵州茅台,09:34:45,1435.99,700,1436.0,E
sh600519,贵州茅台,09:34:48,1435.41,1100,1435.99,D
sh600519,贵州茅台,09:34:51,1435.36,600,1435.41,D
sh600519,贵州茅台,09:34:54,1435.41,400,1435.36,U
sh600519,贵州茅台,09:34:57,1435.26,1300,1435.41,D
sh600519,贵州茅台,09:35:00,1435.3,600,1435.26,E
sh600519,贵州茅台,09:35:03,1435.33,2100,1435.3,U
sh600519,贵州茅台,09:35:06,1435.25,400,1435.33,D
sh600519,贵州茅台,09:35:09,1435.33,800,1435.25,E
sh600519,贵州茅台,09:35:12,1435.33,500,1435.33,E
