时间,开盘,收盘,最高,最低,成交量,成交额,均价
2025-02-12 14:02:00,0.0,1427.21,1427.21,1426.61,21,2996157.0,1424.594
2025-02-12 14:03:00,0.0,1427.41,1427.56,1427.24,68,9706294.0,1424.608
2025-02-12 14:04:00,0.0,1427.52,1427.52,1427.36,24,3425881.0,1424.613
2025-02-12 14:05:00,0.0,1427.53,1427.66,1427.5,47,6709551.0,1424.623
2025-02-12 14:06:00,0.0,1427.0,1427.64,1427.0,41,5852242.0,1424.631
2025-02-12 14:07:00,0.0,1426.84,1427.2,1426.72,48,6849564.0,1424.639
2025-02-12 14:08:00,0.0,1426.13,1426.72,1426.0,53,7558755.0,1424.645
2025-02-12 14:09:00,0.0,1426.6,1426.66,1426.0,44,6274917.0,1424.65
2025-02-12 14:10:00,0.0,1426.19,1426.6,1426.19,20,2852649.0,1424.652
2025-02-12 14:11:00,0.0,1426.04,1426.28,1426.02,35,4991580.0,1424.656
2025-02-12 14:12:00,0.0,1426.03,1426.53,1426.0,134,19119456.0,1424.67
2025-02-12 14:13:00,0.0,1426.6,1426.6,1426.0,120,17116826.0,1424.684
2025-02-12 14:14:00,0.0,1426.9,1426.98,1426.52,44,6277914.0,1424.691
2025-02-12 14:15:00,0.0,1427.0,1427.0,1426.43,51,7276286.0,1424.698
2025-02-12 14:16:00,0.0,1427.0,1427.0,1426.51,50,7133949.0,1424.706
2025-02-12 14:17:00,0.0,1427.38,1427.41,1427.0,99,14128833.0,1424.722
2025-02-12 14:18:00,0.0,1427.3,1427.38,1426.51,25,3567603.0,1424.726
2025-02-12 14:19:00,0.0,1427.24,1427.3,1427.01,33,4709823.0,1424.732
2025-02-12 14:20:00,0.0,1427.1,1427.12,1426.52,38,5422545.0,1424.738
2025-02-12 14:21:00,0.0,1427.38,1427.5,1427.07,121,17268952.0,1424.758
2025-02-12 14:22:00,0.0,1427.23,1427.49,1426.73,80,11417793.0,1424.772
2025-02-12 14:23:00,0.0,1427.23,1427.23,1426.91,41,5851087.0,1424.778
2025-02-12 14:24:00,0.0,1427.21,1427.23,1427.05,41,5851389.0,1424.785
2025-02-12 14:25:00,0.0,1428.0,1428.0,1427.21,243,34623430.0,1424.833
2025-02-12 14:26:00,0.0,1427.88,1428.0,1427.57,81,11566070.0,1424.849
2025-02-12 14:27:00,0.0,1428.4,1428.48,1427.88,123,17567304.0,1424.877
2025-02-12 14:28:00,0.0,1428.0,1428.3,1428.0,142,20282051.0,1424.909
2025-02-12 14:29:00,0.0,1427.94,1428.03,1427.94,58,8282440.0,1424.92
2025-02-12 14:30:00,0.0,1428.0,1428.0,1427.93,70,9995675.0,1424.934
2025-02-12 14:31:00,0.0,1428.22,1428.23,1427.99,104,14851382.0,1424.954
2025-02-12 14:32:00,0.0,1428.09,1428.27,1428.0,83,11853330.0,1424.971
2025-02-12 14:33:00,0.0,1428.2,1428.2,1428.0,84,11996269.0,1424.988
2025-02-12 14:34:00,0.0,1428.2,1428.22,1428.02,73,10425499.0,1425.003
2025-02-12 14:35:00,0.0,1428.2,1428.21,1428.12,88,12567841.0,1425.02
2025-02-12 14:36:00,0.0,1428.2,1428.22,1428.19,79,11309906.0,1425.036
2025-02-12 14:37:00,0.0,1428.72,1428.99,1428.2,215,30715103.0,1425.083
2025-02-12 14:38:00,0.0,1429.5,1429.5,1428.72,263,37583470.0,1425.146
2025-02-12 14:39:00,0.0,1432.02,1432.38,1429.5,629,89937670.0,1425.341
2025-02-12 14:40:00,0.0,1431.0,1432.4,1430.99,198,28343722.0,1425.411
2025-02-12 14:41:00,0.0,1433.88,1434.0,1431.42,360,51569281.0,1425.555
2025-02-12 14:42:00,0.0,1433.73,1435.0,1433.63,323,46336887.0,1425.717
2025-02-12 14:43:00,0.0,1435.0,1435.0,1433.74,273,39167925.0,1425.852
2025-02-12 14:44:00,0.0,1439.04,1439.88,1435.06,950,136513223.0,1426.411
2025-02-12 14:45:00,0.0,1441.15,1441.2,1438.93,741,106688796.0,1426.908
2025-02-12 14:46:00,0.0,1444.94,1445.0,1441.5,1023,147746290.0,1427.753
2025-02-12 14:47:00,0.0,1443.0,1444.72,1441.0,482,69561122.0,1428.099
2025-02-12 14:48:00,0.0,1445.0,1445.0,1443.0,750,108323765.0,1428.647
2025-02-12 14:49:00,0.0,1443.0,1444.98,1442.12,276,39846420.0,1428.832
2025-02-12 14:50:00,0.0,1442.4,1443.04,1442.0,190,27405417.0,1428.946
2025-02-12 14:51:00,0.0,1441.93,1442.02,1441.0,349,50308941.0,1429.136
2025-02-12 14:52:00,0.0,1441.95,1442.38,1441.92,201,28984407.0,1429.248
2025-02-12 14:53:00,0.0,1442.0,1442.14,1441.21,277,39935270.0,1429.394
2025-02-12 14:54:00,0.0,1442.99,1443.0,1442.0,366,52822025.0,1429.601
2025-02-12 14:55:00,0.0,1443.46,1443.8,1442.99,264,38133235.0,1429.75
2025-02-12 14:56:00,0.0,1443.01,1443.11,1442.7,279,40261654.0,1429.903
2025-02-12 14:57:00,0.0,1442.97,1442.99,1442.0,297,42851553.0,1430.058
2025-02-12 14:58:00,0.0,1442.97,1442.97,1442.97,4,577170.0,1430.06
2025-02-12 14:59:00,0.0,1442.97,1442.97,1442.97,0,0.0,1430.06
2025-02-12 15:00:00,0.0,1443.0,1443.0,1443.0,758,109310136.0,1430.445
2025-02-13 09:30:00,0.0,1443.02,1443.02,1443.02,302,43554673.0,1443.02
2025-02-13 09:31:00,0.0,1439.99,1443.05,1434.51,633,91148760.0,1440.771
2025-02-13 09:32:00,0.0,1443.26,1445.19,1440.07,767,110648444.0,1441.745
2025-02-13 09:33:00,0.0,1446.0,1446.0,1443.04,376,54313647.0,1442.246
2025-02-13 09:34:00,0.0,1448.59,1448.88,1446.0,357,51690658.0,1443.078
2025-02-13 09:35:00,0.0,1448.0,1448.62,1445.03,505,73124790.0,1443.926
2025-02-13 09:36:00,0.0,1447.0,1449.58,1447.0,401,58075746.0,1444.448
2025-02-13 09:37:00,0.0,1448.0,1449.1,1447.59,374,54178503.0,1444.868
2025-02-13 09:38:00,0.0,1447.83,1448.38,1446.0,234,33875062.0,1445.033
2025-02-13 09:39:00,0.0,1449.8,1449.99,1447.67,366,53075715.0,1445.37
2025-02-13 09:40:00,0.0,1451.01,1451.88,1449.8,439,63665812.0,1445.851
2025-02-13 09:41:00,0.0,1449.45,1451.84,1449.45,432,62689528.0,1446.264
2025-02-13 09:42:00,0.0,1452.8,1452.88,1449.5,586,85013962.0,1446.795
2025-02-13 09:43:00,0.0,1452.1,1453.58,1451.47,422,61314150.0,1447.19
2025-02-13 09:44:00,0.0,1454.99,1455.0,1452.1,479,69645343.0,1447.677
2025-02-13 09:45:00,0.0,1454.05,1455.0,1453.83,540,78552168.0,1448.201
2025-02-13 09:46:00,0.0,1457.15,1457.15,1453.22,525,76429093.0,1448.678
2025-02-13 09:47:00,0.0,1457.34,1458.88,1456.0,588,85724653.0,1449.33
2025-02-13 09:48:00,0.0,1453.0,1457.34,1453.0,605,88098504.0,1449.793
2025-02-13 09:49:00,0.0,1450.86,1452.08,1450.01,249,36142445.0,1449.84
2025-02-13 09:50:00,0.0,1450.83,1450.91,1449.01,308,44654651.0,1449.839
2025-02-13 09:51:00,0.0,1451.99,1452.0,1449.19,237,34407969.0,1449.856
2025-02-13 09:52:00,0.0,1451.0,1451.99,1451.0,165,23952531.0,1449.886
2025-02-13 09:53:00,0.0,1451.42,1451.77,1450.82,115,16690665.0,1449.903
2025-02-13 09:54:00,0.0,1453.0,1453.0,1451.42,125,18184625.0,1449.931
2025-02-13 09:55:00,0.0,1452.54,1454.94,1452.54,190,27622957.0,1450.003
2025-02-13 09:56:00,0.0,1454.0,1454.09,1452.54,109,15845691.0,1450.042
2025-02-13 09:57:00,0.0,1454.0,1454.87,1453.12,165,23993828.0,1450.106
2025-02-13 09:58:00,0.0,1452.67,1454.0,1452.66,220,31973802.0,1450.172
2025-02-13 09:59:00,0.0,1452.58,1453.0,1452.01,141,20495411.0,1450.205
2025-02-13 10:00:00,0.0,1452.98,1453.0,1452.59,66,9588655.0,1450.221
2025-02-13 10:01:00,0.0,1454.0,1454.0,1452.6,170,24704279.0,1450.266
2025-02-13 10:02:00,0.0,1453.01,1454.4,1452.88,115,16719515.0,1450.303
2025-02-13 10:03:00,0.0,1455.45,1455.48,1453.96,211,30693158.0,1450.382
2025-02-13 10:04:00,0.0,1456.08,1456.1,1455.6,141,20527780.0,1450.449
2025-02-13 10:05:00,0.0,1456.02,1456.19,1456.02,139,20240036.0,1450.516
2025-02-13 10:06:00,0.0,1456.38,1456.5,1456.0,187,27229682.0,1450.603
2025-02-13 10:07:00,0.0,1456.1,1456.37,1456.1,93,13543337.0,1450.647
2025-02-13 10:08:00,0.0,1455.98,1456.18,1455.0,249,36251431.0,1450.753
2025-02-13 10:09:00,0.0,1455.0,1456.01,1454.81,289,42065508.0,1450.863
2025-02-13 10:10:00,0.0,1454.9,1455.02,1454.83,119,17313901.0,1450.901
2025-02-13 10:11:00,0.0,1456.87,1456.9,1455.5,252,36698498.0,1451.005
2025-02-13 10:12:00,0.0,1457.02,1457.5,1456.87,168,24479163.0,1451.083
2025-02-13 10:13:00,0.0,1456.01,1457.05,1456.0,157,22865980.0,1451.146
2025-02-13 10:14:00,0.0,1456.11,1456.11,1455.02,259,37712220.0,1451.24
2025-02-13 10:15:00,0.0,1456.0,1456.0,1454.0,198,28813674.0,1451.298
2025-02-13 10:16:00,0.0,1456.01,1456.09,1455.33,146,21257683.0,1451.347
2025-02-13 10:17:00,0.0,1457.8,1457.8,1456.01,159,23161639.0,1451.408
2025-02-13 10:18:00,0.0,1458.5,1458.5,1457.0,423,61671519.0,1451.599
2025-02-13 10:19:00,0.0,1460.0,1460.03,1458.73,1051,153405791.0,1452.141
2025-02-13 10:20:00,0.0,1461.2,1461.66,1460.0,329,48060614.0,1452.32
2025-02-13 10:21:00,0.0,1460.94,1461.24,1459.95,227,33160045.0,1452.44
2025-02-13 10:22:00,0.0,1464.44,1464.66,1460.6,594,86865216.0,1452.793
2025-02-13 10:23:00,0.0,1463.1,1464.87,1463.1,287,42023184.0,1452.986
2025-02-13 10:24:00,0.0,1462.08,1463.11,1460.69,184,26906675.0,1453.086
2025-02-13 10:25:00,0.0,1461.69,1462.19,1461.0,137,20024231.0,1453.154
2025-02-13 10:26:00,0.0,1462.99,1462.99,1460.99,174,25437709.0,1453.241
2025-02-13 10:27:00,0.0,1461.99,1464.0,1460.04,321,46953234.0,1453.412
2025-02-13 10:28:00,0.0,1464.0,1464.0,1461.08,226,33051465.0,1453.526
2025-02-13 10:29:00,0.0,1464.87,1464.87,1462.5,229,33534157.0,1453.662
2025-02-13 10:30:00,0.0,1463.0,1465.0,1461.48,346,50665201.0,1453.86
2025-02-13 10:31:00,0.0,1463.2,1463.24,1462.1,148,21648592.0,1453.93
2025-02-13 10:32:00,0.0,1462.46,1463.5,1462.46,243,35557687.0,1454.046
2025-02-13 10:33:00,0.0,1460.02,1462.99,1460.02,137,20027641.0,1454.102
2025-02-13 10:34:00,0.0,1459.05,1460.0,1459.0,130,18973367.0,1454.138
2025-02-13 10:35:00,0.0,1458.0,1459.0,1457.53,130,18956707.0,1454.165
2025-02-13 10:36:00,0.0,1458.0,1458.01,1456.68,137,19969460.0,1454.19
2025-02-13 10:37:00,0.0,1458.5,1458.6,1457.1,137,19972575.0,1454.215
2025-02-13 10:38:00,0.0,1456.78,1458.04,1456.78,128,18656575.0,1454.237
2025-02-13 10:39:00,0.0,1458.77,1458.77,1456.05,197,28710616.0,1454.268
2025-02-13 10:40:00,0.0,1458.0,1458.77,1457.5,133,19391355.0,1454.293
2025-02-13 10:41:00,0.0,1457.11,1458.0,1457.1,253,36881896.0,1454.336
2025-02-13 10:42:00,0.0,1457.85,1458.0,1457.06,91,13263295.0,1454.35
2025-02-13 10:43:00,0.0,1459.0,1459.0,1457.85,108,15734988.0,1454.371
2025-02-13 10:44:00,0.0,1461.9,1461.9,1459.04,122,17816384.0,1454.406
2025-02-13 10:45:00,0.0,1460.09,1461.9,1460.02,77,11247785.0,1454.429
2025-02-13 10:46:00,0.0,1459.0,1459.02,1458.0,69,10068792.0,1454.445
2025-02-13 10:47:00,0.0,1458.07,1459.0,1457.22,89,12977008.0,1454.461
2025-02-13 10:48:00,0.0,1457.96,1458.12,1457.5,81,11809597.0,1454.474
2025-02-13 10:49:00,0.0,1458.29,1458.29,1457.46,94,13705499.0,1454.49
2025-02-13 10:50:00,0.0,1458.67,1459.41,1458.29,92,13421608.0,1454.509
2025-02-13 10:51:00,0.0,1458.0,1458.74,1458.0,100,14582198.0,1454.527
2025-02-13 10:52:00,0.0,1458.0,1458.32,1457.86,69,10060404.0,1454.538
2025-02-13 10:53:00,0.0,1457.48,1458.0,1457.45,106,15450617.0,1454.553
2025-02-13 10:54:00,0.0,1457.31,1457.44,1457.27,46,6703904.0,1454.559
2025-02-13 10:55:00,0.0,1455.86,1457.34,1455.59,154,22429701.0,1454.573
2025-02-13 10:56:00,0.0,1456.6,1456.64,1455.85,72,10483270.0,1454.578
2025-02-13 10:57:00,0.0,1456.65,1456.65,1456.01,79,11547503.0,1454.583
2025-02-13 10:58:00,0.0,1456.96,1457.0,1456.61,51,7430355.0,1454.589
2025-02-13 10:59:00,0.0,1456.59,1456.97,1456.16,70,10195880.0,1454.595
2025-02-13 11:00:00,0.0,1458.89,1458.89,1456.59,210,30603178.0,1454.621
2025-02-13 11:01:00,0.0,1457.72,1458.44,1456.65,62,9036354.0,1454.629
2025-02-13 11:02:00,0.0,1456.72,1457.71,1456.72,50,7285607.0,1454.634
2025-02-13 11:03:00,0.0,1455.16,1456.71,1455.16,87,12668650.0,1454.64
2025-02-13 11:04:00,0.0,1454.81,1455.08,1454.29,123,17894654.0,1454.641
2025-02-13 11:05:00,0.0,1455.5,1455.74,1454.56,45,6547956.0,1454.642
2025-02-13 11:06:00,0.0,1455.03,1455.44,1455.02,69,10041374.0,1454.644
2025-02-13 11:07:00,0.0,1455.49,1455.49,1455.19,28,4075094.0,1454.645
2025-02-13 11:08:00,0.0,1455.74,1455.74,1455.54,39,5677015.0,1454.647
2025-02-13 11:09:00,0.0,1456.98,1457.0,1456.0,39,5680107.0,1454.65
2025-02-13 11:10:00,0.0,1458.0,1458.0,1457.02,64,9327307.0,1454.658
2025-02-13 11:11:00,0.0,1457.99,1458.0,1457.81,26,3790479.0,1454.661
2025-02-13 11:12:00,0.0,1457.68,1457.85,1456.8,88,12825343.0,1454.672
2025-02-13 11:13:00,0.0,1458.6,1458.69,1457.66,101,14726572.0,1454.687
2025-02-13 11:14:00,0.0,1458.69,1458.69,1458.26,67,9771335.0,1454.698
2025-02-13 11:15:00,0.0,1459.72,1459.72,1458.2,75,10942017.0,1454.712
2025-02-13 11:16:00,0.0,1459.88,1459.94,1459.7,79,11532673.0,1454.729
2025-02-13 11:17:00,0.0,1461.43,1461.43,1459.94,259,37817514.0,1454.789
2025-02-13 11:18:00,0.0,1461.86,1462.12,1461.02,120,17541194.0,1454.824
2025-02-13 11:19:00,0.0,1461.85,1462.77,1461.02,168,24560275.0,1454.874
2025-02-13 11:20:00,0.0,1462.23,1462.85,1461.76,89,13015655.0,1454.903
2025-02-13 11:21:00,0.0,1462.5,1462.58,1461.2,92,13448874.0,1454.929
2025-02-13 11:22:00,0.0,1462.49,1462.58,1462.48,82,11992735.0,1454.955
2025-02-13 11:23:00,0.0,1461.5,1462.58,1461.03,67,9796535.0,1454.975
2025-02-13 11:24:00,0.0,1460.0,1461.1,1459.17,70,10221044.0,1454.99
2025-02-13 11:25:00,0.0,1460.72,1460.96,1459.5,58,8469248.0,1455.003
2025-02-13 11:26:00,0.0,1460.6,1460.79,1460.01,50,7302351.0,1455.014
2025-02-13 11:27:00,0.0,1460.0,1460.98,1459.99,50,7302049.0,1455.025
2025-02-13 11:28:00,0.0,1457.6,1460.25,1457.6,86,12550051.0,1455.04
2025-02-13 11:29:00,0.0,1459.99,1460.0,1457.61,60,8804122.0,1455.051
2025-02-13 11:30:00,0.0,1457.0,1460.24,1457.0,94,13665416.0,1455.066
2025-02-13 13:01:00,0.0,1460.7,1460.7,1457.0,211,30821893.0,1455.095
2025-02-13 13:02:00,0.0,1460.0,1461.3,1459.29,216,31501315.0,1455.142
2025-02-13 13:03:00,0.0,1458.92,1459.54,1457.58,155,22612927.0,1455.166
2025-02-13 13:04:00,0.0,1458.8,1458.87,1457.48,56,8167739.0,1455.173
2025-02-13 13:05:00,0.0,1458.7,1458.78,1458.01,46,6707524.0,1455.178
2025-02-13 13:06:00,0.0,1460.88,1460.88,1458.69,81,11821707.0,1455.192
2025-02-13 13:07:00,0.0,1460.13,1461.5,1460.13,122,17826856.0,1455.221
2025-02-13 13:08:00,0.0,1459.77,1460.6,1459.0,64,9341985.0,1455.232
2025-02-13 13:09:00,0.0,1459.83,1459.99,1458.33,59,8608821.0,1455.241
2025-02-13 13:10:00,0.0,1460.0,1460.58,1459.82,64,9345007.0,1455.254
2025-02-13 13:11:00,0.0,1459.99,1460.54,1459.13,46,6717040.0,1455.263
2025-02-13 13:12:00,0.0,1458.38,1460.52,1458.32,91,13282660.0,1455.278
2025-02-13 13:13:00,0.0,1458.97,1459.5,1458.3,38,5543895.0,1455.283
2025-02-13 13:14:00,0.0,1460.0,1460.0,1458.97,56,8173703.0,1455.293
2025-02-13 13:15:00,0.0,1460.0,1460.03,1459.04,116,16934624.0,1455.313
2025-02-13 13:16:00,0.0,1459.82,1460.49,1459.0,102,14890450.0,1455.331
2025-02-13 13:17:00,0.0,1460.87,1460.87,1460.0,70,10222614.0,1455.344
2025-02-13 13:18:00,0.0,1460.0,1460.85,1460.0,51,7448579.0,1455.354
2025-02-13 13:19:00,0.0,1460.61,1460.61,1459.82,93,13581523.0,1455.372
2025-02-13 13:20:00,0.0,1460.77,1460.8,1460.04,47,6864912.0,1455.382
2025-02-13 13:21:00,0.0,1460.05,1460.79,1460.01,34,4965418.0,1455.388
2025-02-13 13:22:00,0.0,1460.02,1460.62,1460.01,82,11973968.0,1455.403
2025-02-13 13:23:00,0.0,1459.98,1460.62,1459.98,82,11972723.0,1455.418
2025-02-13 13:24:00,0.0,1460.58,1460.6,1459.93,112,16352808.0,1455.437
2025-02-13 13:25:00,0.0,1460.7,1460.79,1460.03,64,9348205.0,1455.45
2025-02-13 13:26:00,0.0,1460.73,1460.8,1460.71,58,8472348.0,1455.461
2025-02-13 13:27:00,0.0,1461.35,1461.35,1460.73,135,19722511.0,1455.489
2025-02-13 13:28:00,0.0,1461.38,1461.5,1461.0,50,7307177.0,1455.5
2025-02-13 13:29:00,0.0,1462.0,1462.0,1461.39,96,14033529.0,1455.522
2025-02-13 13:30:00,0.0,1464.0,1464.15,1461.99,388,56774206.0,1455.632
2025-02-13 13:31:00,0.0,1463.8,1464.0,1463.27,86,12589217.0,1455.657
2025-02-13 13:32:00,0.0,1464.6,1464.69,1463.91,189,27704304.0,1455.716
2025-02-13 13:33:00,0.0,1464.95,1464.99,1464.79,185,27100917.0,1455.777
2025-02-13 13:34:00,0.0,1468.0,1468.0,1464.9,1381,202429060.0,1456.248
2025-02-13 13:35:00,0.0,1468.79,1469.1,1468.0,670,98338515.0,1456.525
2025-02-13 13:36:00,0.0,1468.25,1468.79,1468.23,269,39503203.0,1456.632
2025-02-13 13:37:00,0.0,1469.08,1469.2,1468.08,268,39362093.0,1456.738
2025-02-13 13:38:00,0.0,1469.99,1469.99,1469.38,319,46887015.0,1456.874
2025-02-13 13:39:00,0.0,1469.8,1470.0,1469.8,396,58211443.0,1457.04
2025-02-13 13:40:00,0.0,1468.01,1469.75,1468.01,97,14246023.0,1457.076
2025-02-13 13:41:00,0.0,1469.8,1469.8,1468.59,151,22184249.0,1457.134
2025-02-13 13:42:00,0.0,1469.8,1469.9,1468.94,143,21016474.0,1457.191
2025-02-13 13:43:00,0.0,1470.11,1470.3,1469.9,262,38514462.0,1457.297
2025-02-13 13:44:00,0.0,1469.49,1470.5,1469.0,398,58506388.0,1457.454
2025-02-13 13:45:00,0.0,1469.87,1469.87,1468.03,135,19829384.0,1457.501
2025-02-13 13:46:00,0.0,1469.04,1470.41,1469.0,163,23958405.0,1457.563
2025-02-13 13:47:00,0.0,1468.78,1469.08,1468.73,60,8813479.0,1457.584
2025-02-13 13:48:00,0.0,1469.96,1469.96,1468.07,115,16897513.0,1457.625
2025-02-13 13:49:00,0.0,1470.0,1470.05,1469.96,183,26900827.0,1457.694
2025-02-13 13:50:00,0.0,1469.0,1469.99,1468.8,83,12191996.0,1457.722
2025-02-13 13:51:00,0.0,1468.99,1469.62,1468.85,94,13809184.0,1457.754
2025-02-13 13:52:00,0.0,1468.99,1469.6,1468.8,76,11165233.0,1457.78
2025-02-13 13:53:00,0.0,1468.99,1469.95,1468.99,97,14255450.0,1457.815
2025-02-13 13:54:00,0.0,1467.9,1469.46,1467.65,152,22318653.0,1457.863
2025-02-13 13:55:00,0.0,1466.06,1467.74,1466.06,65,9535872.0,1457.881
2025-02-13 13:56:00,0.0,1465.13,1466.54,1465.0,189,27696167.0,1457.923
2025-02-13 13:57:00,0.0,1467.99,1468.0,1465.43,122,17891090.0,1457.954
2025-02-13 13:58:00,0.0,1468.41,1468.82,1467.73,96,14092911.0,1457.982
2025-02-13 13:59:00,0.0,1469.0,1469.0,1468.15,75,11015680.0,1458.006
2025-02-13 14:00:00,0.0,1469.4,1469.42,1468.8,91,13339790.0,1458.036
2025-02-13 14:01:00,0.0,1469.81,1469.81,1469.1,74,10875222.0,1458.061
2025-02-13 14:02:00,0.0,1469.67,1470.0,1469.48,161,23665311.0,1458.117
2025-02-13 14:03:00,0.0,1469.97,1469.98,1469.0,106,15581158.0,1458.153
2025-02-13 14:04:00,0.0,1470.0,1470.0,1469.96,126,18521783.0,1458.196
2025-02-13 14:05:00,0.0,1469.91,1470.0,1469.9,96,14111668.0,1458.229
2025-02-13 14:06:00,0.0,1470.65,1470.65,1469.91,376,55268000.0,1458.356
2025-02-13 14:07:00,0.0,1471.83,1471.83,1470.66,195,28685653.0,1458.427
2025-02-13 14:08:00,0.0,1471.47,1471.87,1471.47,140,20605350.0,1458.48
2025-02-13 14:09:00,0.0,1471.57,1471.57,1471.0,86,12652942.0,1458.511
2025-02-13 14:10:00,0.0,1473.0,1473.0,1471.57,359,52853826.0,1458.649
2025-02-13 14:11:00,0.0,1474.98,1475.0,1473.11,410,60447728.0,1458.827
2025-02-13 14:12:00,0.0,1474.56,1475.25,1474.5,386,56934442.0,1458.997
2025-02-13 14:13:00,0.0,1475.1,1475.1,1474.51,242,35693468.0,1459.102
2025-02-13 14:14:00,0.0,1474.57,1475.22,1474.56,174,25663820.0,1459.177
2025-02-13 14:15:00,0.0,1474.67,1474.92,1473.8,169,24913083.0,1459.245
2025-02-13 14:16:00,0.0,1474.94,1475.0,1474.51,118,17402621.0,1459.294
2025-02-13 14:17:00,0.0,1475.06,1475.08,1474.98,185,27287745.0,1459.372
2025-02-13 14:18:00,0.0,1472.38,1475.05,1472.38,182,26828963.0,1459.443
2025-02-13 14:19:00,0.0,1473.22,1474.0,1472.3,145,21363203.0,1459.496
2025-02-13 14:20:00,0.0,1473.07,1473.9,1473.07,116,17092098.0,1459.539
2025-02-13 14:21:00,0.0,1471.99,1472.5,1471.9,144,21198785.0,1459.587
2025-02-13 14:22:00,0.0,1472.29,1472.29,1471.5,126,18545971.0,1459.628
2025-02-13 14:23:00,0.0,1471.82,1472.56,1471.82,78,11482946.0,1459.653
2025-02-13 14:24:00,0.0,1471.3,1471.77,1471.3,109,16039315.0,1459.687
2025-02-13 14:25:00,0.0,1469.75,1471.3,1469.75,125,18389952.0,1459.722
2025-02-13 14:26:00,0.0,1469.65,1469.75,1469.03,74,10873333.0,1459.741
2025-02-13 14:27:00,0.0,1469.1,1469.65,1469.07,85,12489064.0,1459.762
2025-02-13 14:28:00,0.0,1468.87,1469.02,1468.22,129,18948601.0,1459.792
2025-02-13 14:29:00,0.0,1467.77,1468.77,1467.77,102,14975208.0,1459.814
2025-02-13 14:30:00,0.0,1467.5,1468.03,1467.06,163,23924520.0,1459.847
2025-02-13 14:31:00,0.0,1467.0,1467.0,1465.52,152,22288840.0,1459.873
2025-02-13 14:32:00,0.0,1467.05,1467.05,1466.42,100,14594765.0,1459.89
2025-02-13 14:33:00,0.0,1466.04,1467.34,1466.04,179,26185315.0,1459.922
2025-02-13 14:34:00,0.0,1465.31,1466.39,1465.25,139,20372677.0,1459.942
2025-02-13 14:35:00,0.0,1467.0,1467.0,1465.3,117,17150252.0,1459.96
2025-02-13 14:36:00,0.0,1468.03,1468.03,1466.6,104,15264638.0,1459.98
2025-02-13 14:37:00,0.0,1468.5,1468.5,1468.05,88,12920629.0,1459.998
2025-02-13 14:38:00,0.0,1466.67,1468.5,1466.67,120,17612435.0,1460.022
2025-02-13 14:39:00,0.0,1466.59,1467.05,1466.58,73,10707616.0,1460.034
2025-02-13 14:40:00,0.0,1466.11,1466.58,1466.1,107,15689521.0,1460.051
2025-02-13 14:41:00,0.0,1465.5,1466.5,1465.5,140,20524063.0,1460.071
2025-02-13 14:42:00,0.0,1464.5,1466.0,1464.5,225,32970156.0,1460.1
2025-02-13 14:43:00,0.0,1464.06,1464.69,1464.02,160,23429544.0,1460.117
2025-02-13 14:44:00,0.0,1464.14,1464.69,1464.01,140,20499309.0,1460.131
2025-02-13 14:45:00,0.0,1463.01,1464.19,1463.0,265,38783188.0,1460.153
2025-02-13 14:46:00,0.0,1463.1,1464.15,1463.0,161,23560852.0,1460.166
2025-02-13 14:47:00,0.0,1466.0,1466.0,1464.18,123,18016884.0,1460.179
2025-02-13 14:48:00,0.0,1463.22,1466.0,1463.22,276,40425026.0,1460.209
2025-02-13 14:49:00,0.0,1463.29,1463.48,1463.11,94,13754820.0,1460.216
2025-02-13 14:50:00,0.0,1464.58,1464.58,1463.18,120,17567636.0,1460.227
2025-02-13 14:51:00,0.0,1465.34,1465.5,1464.51,129,18897084.0,1460.241
2025-02-13 14:52:00,0.0,1465.0,1465.69,1464.9,169,24764071.0,1460.262
2025-02-13 14:53:00,0.0,1465.22,1465.22,1464.9,148,21681593.0,1460.278
2025-02-13 14:54:00,0.0,1465.38,1465.87,1465.35,114,16706638.0,1460.292
2025-02-13 14:55:00,0.0,1465.3,1465.88,1465.3,152,22276089.0,1460.311
2025-02-13 14:56:00,0.0,1465.33,1465.5,1465.3,196,28704031.0,1460.334
2025-02-13 14:57:00,0.0,1465.1,1465.3,1465.0,150,21977183.0,1460.351
2025-02-13 14:58:00,0.0,1465.06,1465.06,1465.06,8,1172030.0,1460.352
2025-02-13 14:59:00,0.0,1465.06,1465.06,1465.06,0,0.0,1460.352
2025-02-13 15:00:00,0.0,1465.06,1465.06,1465.06,420,61532520.0,1460.397
2025-02-14 09:30:00,1465.06,1465.06,1465.06,1465.06,333,48760127.0,1465.06
2025-02-14 09:31:00,1465.06,1463.98,1465.09,1461.5,839,122910530.0,1464.517
2025-02-14 09:32:00,1462.34,1463.86,1465.0,1462.29,437,63949375.0,1464.206
2025-02-14 09:33:00,1463.05,1465.88,1465.99,1463.05,378,55369484.0,1464.305
2025-02-14 09:34:00,1465.94,1466.52,1467.49,1465.0,217,31812245.0,1464.472
2025-02-14 09:35:00,1466.59,1464.04,1467.5,1464.04,185,27116851.0,1464.573
2025-02-14 09:36:00,1463.57,1462.14,1463.57,1462.12,206,30117229.0,1464.425
2025-02-14 09:37:00,1462.12,1462.16,1463.04,1461.24,244,35670026.0,1464.207
2025-02-14 09:38:00,1463.0,1465.0,1465.0,1462.01,191,27945324.0,1464.137
2025-02-14 09:39:00,1464.88,1464.64,1464.88,1463.11,89,13030416.0,1464.136
